U.S. agricultural exports: calendar years 2000-2017 by Schedule B 10 digit codes 1/,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
,,,,,,,,,Million $,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
407210000,CHICKN EGG FRESH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"105,096.0","157,818.0","181,176.0","183,969.0","88,530.0","91,125.0",
407290000,"BIRD EGGS, FRESH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"16,277.0","25,080.0","16,134.0","6,622.0","9,696.0","15,143.0",
407900000,"BIRD EGGS, PR/CK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,186.0","1,353.0",845.0,"1,146.0","25,510.0","23,492.0",
408110000,"EGG YOLKS, DRIED","3,508.0","4,269.0","3,615.0","4,390.0","3,634.0","6,640.0","10,480.0","17,083.0","21,338.0","23,334.0","19,146.0","25,669.0","22,581.0","17,795.0","22,324.0","20,633.0","18,129.0","22,605.0",
408190000,"EGG YLK,FR,FZ,CK","25,134.0","21,524.0","18,449.0","18,765.0","20,789.0","24,322.0","22,678.0","18,149.0","29,145.0","26,537.0","27,660.0","35,886.0","47,887.0","54,305.0","39,922.0","25,054.0","25,104.0","34,024.0",
408910000,BRD EGGS N/SHELL,"8,615.0","6,892.0","10,916.0","6,794.0","7,274.0","18,894.0","20,021.0","17,586.0","27,553.0","35,281.0","40,039.0","30,494.0","38,974.0","41,785.0","36,774.0","27,165.0","23,723.0","32,853.0",
408990000,"BRD EGG N/SH,FR","2,482.0","4,957.0","4,786.0","3,936.0","3,978.0","4,955.0","5,192.0","8,258.0","6,407.0","9,007.0","10,274.0","11,773.0","16,419.0","20,139.0","22,226.0","13,607.0","8,102.0","16,470.0",
505100000,DOWN FOR STUFFIN,"21,042.0","17,881.0","19,690.0","19,777.0","22,557.0","29,389.0","38,809.0","50,755.0","46,935.0","42,896.0","51,652.0","93,031.0","94,790.0","93,836.0","104,170.0","81,770.0","48,033.0","51,366.0",
505905040,BIRD SKIN/PART W,"2,911.0","2,286.0","1,499.0","1,054.0",873.0,"1,864.0","1,687.0","3,725.0","2,745.0",693.0,961.0,"1,110.0","1,403.0","1,768.0","2,071.0","2,867.0","1,603.0","1,060.0",
1601000020,"TRKY SASG,FRKS","7,226.0","11,418.0","14,151.0","19,968.0","19,410.0","17,021.0","18,041.0","16,254.0","16,059.0","17,115.0","20,312.0","29,050.0","48,966.0","62,673.0","63,364.0","77,852.0","95,039.0","108,109.0",
1602310020,"PREP MLS,TURKEY","5,825.0","8,899.0","12,733.0","15,950.0","15,030.0","19,652.0","18,117.0","19,584.0","22,017.0","21,161.0","28,000.0","26,278.0","22,388.0","22,241.0","30,863.0","44,163.0","47,188.0","62,261.0",
1602310030,TRKY COMNUTD MST,"1,598.0","1,911.0","1,640.0","1,160.0","1,479.0","2,338.0","1,647.0","4,337.0","4,870.0","4,574.0","3,722.0","2,490.0","2,830.0","1,461.0","2,637.0","3,476.0","5,048.0","4,540.0",
1602310050,"TRKY,PR-CKD,SMKD",648.0,"1,218.0","1,349.0","3,046.0","3,231.0","4,079.0","5,049.0","4,685.0","2,099.0","3,340.0","4,556.0","6,944.0","7,466.0","6,956.0","7,386.0","6,114.0","5,816.0","5,645.0",
1602310090,"PREP TRKY,OTHER","9,200.0","11,374.0","10,513.0","11,993.0","8,576.0","7,811.0","6,678.0","7,769.0","6,923.0","7,405.0","6,889.0","7,875.0","12,336.0","14,592.0","15,196.0","15,613.0","11,331.0","13,087.0",
1602320020,"MLS/PREP,CHCKN","23,491.0","27,781.0","23,412.0","12,573.0","16,772.0","21,894.0","23,618.0","40,014.0","52,647.0","50,696.0","57,573.0","64,560.0","67,836.0","88,650.0","101,727.0","86,530.0","66,630.0","81,735.0",
1602390025,"MLS/PRP,NTCKN/TK","11,007.0","14,719.0","8,547.0","7,180.0","9,603.0","9,886.0","12,572.0","13,191.0","13,324.0","16,963.0","19,603.0","13,723.0","9,183.0","40,695.0","44,152.0","58,885.0","60,484.0","65,599.0",
1602390045,"PTY,MT/OF,PRP/PS","11,883.0","17,226.0","17,481.0","12,202.0","8,690.0","8,888.0","10,393.0","14,504.0","9,972.0","9,997.0","9,449.0","5,873.0","5,303.0","16,232.0","6,471.0","4,659.0","5,926.0","4,788.0",
3502110000,"EGG ALBMN,DRIED","8,209.0","9,038.0","5,165.0","2,690.0","2,837.0","9,245.0","6,280.0","11,659.0","5,835.0","8,339.0","12,865.0","11,926.0","11,126.0","11,268.0","10,815.0","5,382.0","4,093.0","12,032.0",
3502190000,OT EGG ALBMN X D,"2,546.0","2,058.0","1,779.0","6,520.0","5,403.0","3,426.0","4,128.0","1,470.0","1,084.0","6,347.0","2,835.0","2,143.0","4,279.0","5,929.0","6,079.0","2,007.0",440.0,"1,315.0",
3502900000,ALBUMIN & DRVTS,"14,858.0","21,408.0","13,619.0","13,344.0","17,732.0","22,461.0","23,578.0","24,413.0","25,229.0","18,438.0","24,544.0","26,584.0","20,759.0","31,969.0","25,894.0","25,329.0","30,466.0","27,903.0",
,"Vegetable, fresh","1,234.1","1,206.6","1,253.9","1,324.6","1,386.9","1,545.2","1,689.2","1,815.4","1,955.1","1,917.9","2,102.0","2,221.3","2,159.4","2,402.3","2,415.6","2,403.0","2,453.5","2,539.6",
701100000,"POTATO,SD,FR/CH","4,522.0","6,485.0","5,478.0","6,009.0","7,017.0","7,828.0","5,594.0","5,945.0","6,747.0","11,725.0","10,312.0","10,001.0","8,519.0","7,968.0","7,801.0","7,719.0","7,167.0","26,488.0",
701900000,"POTATO,X SD,F/CH","84,628.0","83,018.0","117,532.0","82,704.0","65,938.0","102,378.0","122,302.0","124,248.0","155,126.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
701900050,POT XSD <1201 KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"12,331.0","15,636.0","16,558.0","11,913.0","12,300.0","12,356.0","11,380.0","14,735.0","21,581.0",
701900070,ORG POTATO XSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,590.0","1,833.0","1,746.0","2,918.0","2,133.0","2,323.0","1,888.0",
701900080,POTATO XSD NESOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"193,264.0","182,333.0","195,289.0","175,381.0","161,652.0","180,052.0","189,662.0",
701900090,POTATO XSD NESOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"124,713.0","139,926.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
702000010,CHERRY TOMATO,"6,188.0","5,777.0","8,066.0","6,802.0","9,606.0","9,838.0","11,421.0","17,190.0","13,435.0","13,238.0","12,449.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
702000015,ORG CHERRY TOMAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,139.0","2,261.0","3,167.0","6,069.0","9,119.0",909.0,742.0,
702000025,ORG ROMA PLM TOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,178.0","1,225.0","1,451.0","1,219.0","2,038.0","1,489.0","2,096.0",
702000030,ROMA PLUM TOM,"7,247.0","7,003.0","5,998.0","7,707.0","8,970.0","9,513.0","13,265.0","14,378.0","21,573.0","19,420.0","22,015.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
702000035,ORG TOMATO OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,735.0","3,105.0","2,938.0","4,352.0","8,028.0","4,036.0","5,316.0",
702000045,CHERRY TOMATO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"10,973.0","6,955.0","9,623.0","8,425.0","9,806.0","9,941.0","7,415.0",
702000050,OTHER TOMATOES,"148,909.0","133,559.0","121,078.0","131,496.0","156,211.0","146,928.0","147,816.0","160,901.0","172,996.0","179,397.0","162,409.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
702000055,ROMA PLUM TOMATO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"18,234.0","12,802.0","10,946.0","9,674.0","9,702.0","9,319.0","6,801.0",
702000065,TOMATOES OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"150,671.0","126,001.0","128,150.0","136,313.0","99,265.0","91,422.0","94,584.0",
703100010,ORG ONION SET FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,245.0","3,504.0","8,458.0","10,269.0","10,679.0","11,067.0","15,717.0",
703100050,ONION SETS FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"12,137.0","20,881.0","27,040.0","27,389.0","23,832.0","33,137.0","39,168.0",
703102000,"ONION SETS,FR/CH","14,118.0","10,846.0","7,398.0","11,057.0","11,144.0","10,347.0","16,397.0","16,491.0","16,162.0","5,397.0","13,216.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
703105000,"ONIONS/SHALL,F/C","85,579.0","93,306.0","85,265.0","108,022.0","97,267.0","109,351.0","128,744.0","135,812.0","124,092.0","126,036.0","203,013.0","154,449.0","148,660.0","166,882.0","151,208.0","129,326.0","148,568.0","128,750.0",
703200000,"GARLIC, FR/CH","10,094.0","10,006.0","10,615.0","8,348.0","7,397.0","8,135.0","8,772.0","7,655.0","8,797.0","11,198.0","16,444.0","18,265.0","10,602.0","13,699.0","16,118.0","14,362.0","16,099.0","16,020.0",
703900000,LEEKS FR/CH,"2,666.0","2,890.0","2,029.0","2,008.0","2,311.0","3,041.0","3,081.0","4,082.0","5,470.0","4,266.0","4,952.0","6,141.0","5,696.0","6,475.0","6,508.0","6,243.0","5,579.0","5,619.0",
704100000,"CAULFLWR,FR/CH","50,775.0","52,684.0","59,828.0","62,832.0","61,696.0","64,597.0","64,622.0","67,928.0","78,950.0","84,750.0","100,873.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
704100010,ORG CAULFLOWR FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"18,013.0","24,034.0","16,766.0","24,453.0","21,021.0","21,588.0","17,558.0",
704100050,CAULFLOWER FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"106,798.0","102,358.0","123,068.0","111,243.0","111,236.0","117,457.0","134,409.0",
704200000,"BRSSL SPRTS,F/CH","2,945.0","3,602.0","3,674.0","3,186.0","3,230.0","3,251.0","4,240.0","4,863.0","4,600.0","5,492.0","5,847.0","8,231.0","7,483.0","10,516.0","11,820.0","11,173.0","11,427.0","16,079.0",
704902000,"CABBAGE, FR/CH","18,199.0","17,862.0","19,690.0","21,764.0","20,400.0","26,688.0","26,601.0","19,890.0","19,665.0","19,755.0","20,422.0","24,888.0",0.0,0.0,0.0,0.0,0.0,0.0,
704902010,ORG CABBAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,056.0","3,481.0","2,660.0","2,234.0","1,424.0","1,176.0",
704902050,"CABBAGE, FR/CH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28,175.0","38,972.0","32,897.0","37,688.0","49,222.0","62,109.0",
704904020,BROCCOLI FR/CH,"126,095.0","102,663.0","107,536.0","103,753.0","108,399.0","114,324.0","121,726.0","130,844.0","130,285.0","119,432.0","135,988.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
704904025,ORG BROCCOLI FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"9,874.0","13,576.0","15,649.0","14,380.0","10,672.0","10,288.0","6,969.0",
704904030,BROCCOLI FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"105,786.0","118,932.0","117,967.0","117,980.0","109,289.0","109,375.0","91,181.0",
704904040,KOHLRABI FR/CH,"13,535.0","7,759.0","9,091.0","11,036.0","11,291.0","13,232.0","15,296.0","30,569.0","35,939.0","40,912.0","48,000.0","56,570.0","53,164.0","81,583.0","128,412.0","147,958.0","146,387.0","131,268.0",
705110000,"LETTUCE, FR/CH","85,083.0","84,066.0","89,284.0","109,746.0","109,942.0","120,483.0","124,047.0","134,075.0","130,210.0","104,872.0","108,011.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
705110010,ORG HD LETTUCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,872.0","2,296.0","2,487.0","2,246.0","3,352.0","14,008.0","14,716.0",
705110050,HD LETTUCE FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"99,716.0","95,663.0","108,704.0","99,367.0","109,262.0","88,591.0","97,388.0",
705190000,"LETTUCE,X H,F/CH","105,504.0","110,973.0","134,207.0","144,263.0","163,350.0","212,766.0","255,771.0","276,381.0","300,417.0","325,558.0","331,260.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
705190010,ORG LETTUCE X HD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"85,197.0","80,909.0","83,602.0","73,445.0",0.0,0.0,0.0,
705190020,ORG LETTUCE <1KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"27,468.0","23,556.0","21,047.0",
705190030,ORG LETTUCE >1KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5,694.0","2,321.0","1,529.0",
705190040,ORG LETTUCE X HD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23,410.0","30,644.0","34,347.0",
705190050,LETTUCE X HD FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"278,377.0","275,100.0","305,394.0","306,946.0","345,347.0","307,759.0","334,753.0",
705210000,"WTLF CHICORY,F/C",557.0,339.0,539.0,495.0,349.0,498.0,389.0,93.0,121.0,325.0,576.0,810.0,741.0,402.0,531.0,228.0,550.0,"1,490.0",
705290000,"CHCRY,X WTLF,F/C","5,544.0","6,037.0","7,604.0","7,672.0","7,319.0","7,608.0","7,883.0","8,255.0","9,082.0","7,528.0","5,815.0","6,053.0","5,413.0","6,333.0","5,502.0","7,029.0","8,240.0","7,938.0",
706103000,"CARROTS, FR/CH","69,795.0","80,475.0","85,163.0","91,554.0","95,061.0","105,956.0","113,088.0","127,760.0","140,882.0","126,646.0","126,081.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
706103010,ORG CARROTS FR/C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22,701.0","22,590.0","24,555.0","26,513.0",0.0,0.0,0.0,
706103020,ORG CARROT <11CM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"12,265.0","9,788.0","11,300.0",
706103030,ORG CARROT NESOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"13,622.0","21,053.0","23,497.0",
706103050,CARROTS FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"109,561.0","97,275.0","97,415.0","89,553.0","85,202.0","80,706.0","73,624.0",
706104000,"TURNIPS, FRESH O",3.0,0.0,9.0,0.0,10.0,3.0,175.0,6.0,10.0,56.0,0.0,"1,313.0","1,767.0","1,628.0","1,986.0","1,860.0","2,022.0","1,936.0",
706900000,"SLD BTS,RDSHS,FC","9,488.0","9,524.0","9,592.0","11,011.0","10,276.0","10,879.0","10,717.0","12,844.0","13,111.0","13,412.0","12,962.0","15,769.0","14,784.0","16,653.0","18,999.0",0.0,0.0,0.0,
706903100,ORG BEET FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,126.0","1,097.0","1,324.0",
706903500,BEET FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,740.0","3,677.0","4,591.0",
706909000,BEET FC NESOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"11,731.0","11,027.0","12,021.0",
707000000,"CUCMBERS,FR/CH","14,513.0","16,184.0","14,220.0","13,117.0","12,909.0","14,802.0","17,712.0","22,028.0","17,724.0","16,024.0","22,567.0","21,670.0",0.0,0.0,0.0,0.0,0.0,0.0,
707000010,ORG CUCMBERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,12.0,0.0,152.0,"1,108.0",
707000050,"CUCMBERS,FR/CH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"17,223.0","16,612.0","16,964.0","16,318.0","14,996.0","13,868.0",
708100000,"PEAS, FR/CH","7,659.0","6,952.0","6,005.0","5,184.0","6,878.0","7,643.0","11,546.0","15,173.0","23,396.0","19,229.0","23,162.0","22,720.0","26,088.0","30,683.0","28,848.0",0.0,0.0,0.0,
708101000,ORG PEAS FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"7,590.0","3,201.0","2,445.0",
708109000,PEAS FC NESOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"24,460.0","31,748.0","32,732.0",
708200000,"BEANS, FR/CH","25,819.0","23,132.0","24,857.0","27,227.0","31,520.0","36,786.0","40,089.0","41,032.0","44,359.0","51,591.0","35,831.0","37,629.0","42,046.0","43,837.0","44,539.0","43,043.0","40,875.0","42,223.0",
708900000,"LEGUM VEG,FR.CH","4,946.0","2,209.0",627.0,518.0,307.0,325.0,644.0,"4,863.0","4,985.0","1,512.0","4,583.0","2,402.0",765.0,722.0,"3,001.0","16,686.0","13,876.0","4,427.0",
709100000,"GL ARTICHOKE,F/C","2,705.0","3,262.0","3,105.0","2,951.0","4,225.0","4,382.0","4,648.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
709200000,"ASPARAGUS, FR/CH","52,082.0","39,764.0","38,180.0","36,958.0","36,387.0","33,252.0","25,822.0","24,932.0","31,011.0","25,957.0","35,498.0","31,228.0","36,641.0","32,262.0","30,602.0",0.0,0.0,0.0,
709202000,ORG ASPARAGUS FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,920.0,"2,454.0",
709205000,ASPARAGUS FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"21,786.0","51,436.0","60,725.0",
709300000,"EGGPLANT,FR/CH","7,390.0","7,656.0","7,494.0","8,054.0","8,148.0","8,735.0","8,943.0","9,686.0","11,883.0","11,226.0","11,321.0","13,032.0","13,785.0","15,169.0","15,075.0","14,186.0","14,347.0","14,537.0",
709400000,"CELERY, FR/CH","58,031.0","48,955.0","45,028.0","45,916.0","53,782.0","55,104.0","58,435.0","64,834.0","65,865.0","70,944.0","71,581.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
709400010,ORG CELERY FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"7,090.0","6,625.0","7,506.0","10,100.0","9,647.0","12,709.0","11,032.0",
709400050,CELERY FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"70,986.0","72,617.0","89,606.0","71,785.0","80,047.0","76,816.0","75,953.0",
709510000,"MUSHROOMS, FR/CH","18,588.0","15,248.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
709510100,"MSHRM,AGAR FR/CH",0.0,0.0,"8,259.0","10,413.0","11,659.0","12,014.0","14,602.0","21,637.0","23,665.0","24,126.0","27,391.0","28,343.0","22,380.0","28,685.0","24,355.0","18,426.0","15,644.0","18,405.0",
709520000,"TRUFFLES, FR/CH",3.0,35.0,103.0,13.0,29.0,85.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
709590000,MSHRMS NES FR/CH,0.0,0.0,"3,594.0","6,229.0","6,633.0","3,700.0","3,251.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
709591000,"TRUFFLES, FR/CH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,64.0,122.0,229.0,130.0,191.0,357.0,254.0,318.0,771.0,365.0,
709599000,MSHRMS NES FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"11,043.0","13,256.0","11,452.0","8,664.0","10,700.0","6,798.0","9,839.0","9,073.0","8,610.0","9,531.0","7,946.0",
709600000,"PEPPERS, FR/CH","67,630.0","72,695.0","73,432.0","79,842.0","89,459.0","90,482.0","80,882.0","97,521.0","103,664.0","89,318.0","78,873.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
709600010,ORG PEPPERS FR/C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,981.0","2,521.0","3,741.0","4,988.0","3,812.0","2,277.0","2,597.0",
709600050,PEPPERS FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"85,255.0","78,295.0","84,507.0","85,196.0","79,113.0","76,167.0","75,119.0",
709700000,"SPINACH, FR/CH","16,049.0","20,456.0","24,046.0","26,751.0","34,141.0","40,565.0","35,150.0","40,759.0","46,188.0","54,962.0","64,123.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,
709700010,ORG SPINACH FR/C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"20,943.0","26,033.0","33,369.0","37,763.0","38,669.0","38,655.0","38,176.0",
709700050,SPINACH FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,497.0","56,825.0","67,295.0","77,588.0","82,126.0","78,894.0","82,604.0",
709904500,"CORN,SWT,FR/CH","19,400.0","25,023.0","24,253.0","28,631.0","28,275.0","35,110.0","40,125.0","36,619.0","48,562.0","42,148.0","46,632.0","59,250.0",0.0,0.0,0.0,0.0,0.0,0.0,
709905000,"VEG,NESOI,FR/CH","74,429.0","80,769.0","74,075.0","79,203.0","81,317.0","89,170.0","104,772.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
709909200,"GL ARTICHOKE,F/C",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,535.0","3,325.0","3,123.0","4,370.0","4,298.0",0.0,0.0,0.0,0.0,0.0,0.0,
709909500,"VEG,NESOI,FR/CH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"76,771.0","77,991.0","80,523.0","99,054.0","116,454.0",0.0,0.0,0.0,0.0,0.0,0.0,
709910000,"GL ARTICHOKE,F/C",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,448.0","3,990.0","3,952.0","3,142.0","3,302.0","3,552.0",
709920000,"OLIVES, FR/CH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,640.0,566.0,534.0,574.0,751.0,
709930000,"PUMPKINS, FR/CH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"25,795.0","26,764.0","36,029.0","32,075.0","33,352.0","34,589.0",
709994500,"CORN,SWT,FR/CH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"53,198.0","51,323.0","45,834.0","43,558.0","46,562.0","49,656.0",
709999500,"VEG,NESOI,FR/CH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"81,914.0","93,753.0","91,051.0","92,444.0","87,178.0","99,765.0",
714102000,"CASSAVA, FR/DRD",56.0,82.0,87.0,114.0,151.0,184.0,235.0,320.0,346.0,313.0,383.0,492.0,621.0,729.0,843.0,757.0,783.0,803.0,
714202000,"SW POTATO,FR/DRD","10,720.0","13,621.0","14,706.0","20,173.0","22,663.0","24,295.0","38,309.0","38,741.0","43,938.0","51,422.0","63,642.0","74,309.0","79,142.0","94,913.0","109,168.0","135,944.0","167,518.0","177,354.0",
714300000,"YAMS, FR/CH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"11,137.0","13,684.0","21,790.0","20,042.0","21,537.0","21,234.0",
714400000,TARO FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,553.0,751.0,554.0,"1,057.0",540.0,
714905550,"RTS/TBRS,NES,F/D","2,626.0","1,669.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
714905560,"RTS/TBRS,NES,F/D",0.0,0.0,"2,178.0","1,887.0","1,184.0",911.0,"2,081.0","5,683.0","7,202.0","7,475.0","7,899.0","8,792.0",0.0,0.0,0.0,0.0,0.0,0.0,
714905660,ROOT/TUBER FR/CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,542.0",472.0,523.0,634.0,524.0,555.0,
,"Vegetable, processed","1,878.1","1,817.0","1,775.8","1,731.2","1,862.7","2,025.7","2,223.7","2,491.5","3,168.7","3,090.3","3,273.4","3,604.9","4,051.8","4,319.5","4,601.0","4,591.8","4,754.3","4,766.8",
710100000,POTATOES FROZEN,"6,924.0","5,898.0","4,696.0","4,696.0","6,586.0","8,178.0","5,783.0","7,462.0","17,766.0","17,916.0","22,893.0","42,442.0","29,878.0","29,281.0","24,542.0","22,068.0","35,699.0","40,581.0",
710210000,"PEAS,FROZEN","8,674.0","6,608.0","9,183.0","8,415.0","7,095.0","9,136.0","10,939.0","8,337.0","13,172.0","13,511.0","14,117.0","19,145.0","18,231.0","17,583.0","16,671.0","17,297.0","19,547.0","17,683.0",
710220000,"BEANS,RAW COOKED","6,223.0","8,785.0","9,606.0","7,148.0","7,492.0","4,824.0","4,904.0","5,610.0","5,244.0","7,103.0","6,021.0","7,244.0","6,699.0","7,697.0","10,990.0","9,734.0","10,786.0","10,522.0",
710290000,LEGUMINOUS VEG,868.0,"1,108.0","1,327.0",674.0,553.0,997.0,"1,056.0",980.0,"1,695.0","1,350.0",402.0,403.0,293.0,355.0,"1,104.0","1,379.0","2,116.0","1,725.0",
710300000,SPINACH RAW/COOK,"4,088.0","3,841.0","4,447.0","4,319.0","4,398.0","4,841.0","5,274.0","5,159.0","5,940.0","5,871.0","5,986.0","6,762.0","7,080.0","6,126.0","3,312.0","2,630.0","2,725.0","3,015.0",
